website_id,page,clicks,impressions,ctr,position,visibility_label,visibility_score,anomaly_flag,anomaly_score
5,/cabinet/contact.html,1,22,0.054,16.9,0,1.0,1,0.1518
5,/cabinet,7,24,0.181,14.93,0,0.0,1,0.1231
1,/page4,13,33,0.211,18.06,0,6.0,1,0.0218
5,/cabinet/faq.html,1,2,0.43,2.86,0,0.0,1,0.1579
1,/page2,5,33,0.097,12.62,0,0.0,1,0.1525
5,/voyages,3,20,0.079,25.06,0,1.0,1,0.1546
1,/page4,8,33,0.13,25.91,0,1.0,1,0.1005
5,/cabinet,3,68,0.038,11.34,0,0.0,1,0.1327
1,/page3,1,24,0.022,43.88,0,3.0,1,0.1325
1,/page3,1,30,0.018,41.84,1,62.0,1,0.0064
5,/cabinet/about.html,2,71,0.043,7.25,1,98.0,1,0.0265
1,/page4,13,18,0.369,37.8,0,0.0,-1,-0.0438
1,/page5,9,179,0.07,2.67,1,100.0,-1,-0.0039
3,/,16,20,0.652,1.08,1,100.0,1,0.0039
1,/page3,2,40,0.026,65.96,0,0.0,1,0.076
1,/page4,7,17,0.216,19.43,0,0.0,1,0.1083
1,/page5,17,266,0.07,3.21,0,40.0,-1,-0.1226
3,/,10,40,0.302,2.12,1,98.0,1,0.0239
4,/,2,5,0.566,1.09,0,9.0,1,0.0602
1,/page2,3,48,0.044,12.08,0,0.0,1,0.1543
6,/travel_agency,5,105,0.076,12.78,0,0.0,1,0.0763
4,/,2,4,0.733,1.29,0,0.0,1,0.0651
1,/,7,47,0.144,1.0,0,28.0,1,0.0356
5,/cabinet,1,3,0.419,1.33,0,16.0,1,0.0951
1,/page2,0,18,0.005,76.27,0,0.0,1,0.0195
6,/travel_agency,5,112,0.078,15.06,0,1.0,1,0.0671
5,/cabinet/about.html,1,3,0.381,3.46,0,1.0,1,0.1442
1,/page3,3,23,0.066,60.42,0,8.0,1,0.0498
1,/page4,7,23,0.165,25.07,0,0.0,1,0.1158
5,/cabinet/appointments.html,2,57,0.041,15.61,0,0.0,1,0.1406
1,/page5,1,16,0.062,8.45,1,99.0,1,0.0365
1,/page2,0,19,0.022,43.95,0,0.0,1,0.1142
5,/voyages,2,27,0.041,32.05,0,0.0,1,0.1606
1,/,3,34,0.054,9.09,1,92.0,1,0.0546
4,/,1,3,0.551,1.25,0,0.0,1,0.1401
5,/cabinet/blog.html,0,2,0.0,2.85,0,0.0,1,0.1092
5,/cabinet/contact.html,0,4,0.0,43.14,0,0.0,1,0.1188
1,/page5,9,257,0.065,3.38,1,97.0,-1,-0.0388
5,/voyages,2,67,0.039,19.2,0,3.0,1,0.1152
5,/cabinet/faq.html,5,70,0.05,26.49,0,0.0,1,0.0966
1,/,17,25,0.396,1.38,1,99.0,1,0.0286
4,/,1,3,0.618,1.0,0,0.0,1,0.1278
1,/page4,4,24,0.118,19.2,0,5.0,1,0.1351
1,/page4,8,20,0.208,25.19,0,0.0,1,0.0969
1,/page4,8,32,0.133,20.14,0,1.0,1,0.1042
5,/cabinet/blog.html,0,3,0.0,2.65,0,2.0,1,0.1025
5,/cabinet/appointments.html,1,43,0.015,32.8,0,0.0,1,0.1332
5,/cabinet/contact.html,7,50,0.118,15.69,0,1.0,1,0.1131
1,/page2,6,15,0.226,14.04,0,2.0,1,0.116
5,/cabinet,2,79,0.061,8.42,1,99.0,1,0.0365
1,/page3,2,20,0.051,64.07,0,0.0,1,0.075
1,/page3,3,34,0.045,86.01,0,10.0,-1,-0.027
5,/cabinet/blog.html,6,12,0.296,14.0,0,5.0,1,0.0755
5,/cabinet/appointments.html,1,43,0.017,54.62,0,0.0,1,0.0994
5,/cabinet/faq.html,1,2,0.357,3.43,0,0.0,1,0.1433
5,/voyages,2,30,0.037,21.52,0,2.0,1,0.1472
1,/,16,44,0.243,1.0,1,100.0,1,0.0439
4,/,2,2,0.965,1.18,0,0.0,1,0.0009
1,/page3,2,37,0.028,58.48,0,1.0,1,0.1024
1,/page2,6,13,0.259,16.4,0,0.0,1,0.1075
5,/cabinet/contact.html,0,4,0.0,32.94,0,0.0,1,0.1317
5,/cabinet/about.html,1,2,0.468,2.75,0,0.0,1,0.1604
5,/cabinet/faq.html,1,3,0.435,3.38,0,0.0,1,0.1523
1,/page4,6,22,0.144,24.48,0,0.0,1,0.1263
4,/,3,15,0.142,15.19,0,3.0,1,0.136
1,/page3,3,29,0.053,55.62,0,1.0,1,0.0991
5,/voyages,4,21,0.1,27.26,0,0.0,1,0.1411
1,/page5,18,229,0.06,3.68,1,96.0,-1,-0.0728
1,/page2,7,12,0.319,17.07,0,1.0,1,0.0733
1,/page3,2,21,0.048,43.89,0,0.0,1,0.127
5,/voyages,1,62,0.026,18.92,0,1.0,1,0.1067
4,/,2,4,0.571,1.06,0,0.0,1,0.1057
5,/cabinet/appointments.html,1,25,0.025,35.19,0,0.0,1,0.1581
5,/cabinet/faq.html,1,2,0.561,2.04,0,0.0,1,0.1503
1,/page3,3,25,0.061,39.41,0,0.0,1,0.1372
5,/cabinet/contact.html,0,4,0.0,30.94,0,0.0,1,0.1317
5,/cabinet,1,2,0.513,1.18,0,0.0,1,0.1538
4,/,2,4,0.717,1.14,0,0.0,1,0.0788
5,/cabinet/appointments.html,3,63,0.053,12.87,0,0.0,1,0.1455
3,/,6,20,0.197,11.17,0,0.0,1,0.1237
4,/,1,2,0.735,1.0,0,0.0,1,0.0883
5,/cabinet/about.html,1,3,0.442,2.77,0,1.0,1,0.1502
1,/page2,0,18,0.013,42.99,0,0.0,1,0.1156
1,/page4,7,44,0.098,15.63,0,0.0,1,0.1321
5,/cabinet/about.html,1,2,0.564,2.23,0,0.0,1,0.1497
3,/,15,31,0.366,1.4,1,99.0,1,0.0406
5,/cabinet/faq.html,1,2,0.391,3.68,0,0.0,1,0.1458
5,/cabinet/contact.html,0,4,0.0,28.44,0,0.0,1,0.1245
5,/cabinet/blog.html,0,3,0.0,3.09,0,0.0,1,0.1226
5,/cabinet/contact.html,1,26,0.034,11.49,0,8.0,1,0.1291
5,/cabinet/blog.html,0,3,0.0,2.59,0,0.0,1,0.1196
1,/page2,0,27,0.014,53.74,0,1.0,1,0.0834
4,/,2,16,0.102,18.03,0,0.0,1,0.1494
5,/cabinet,1,2,0.479,1.0,0,0.0,1,0.1557
5,/cabinet/about.html,1,2,0.487,3.86,0,0.0,1,0.1437
1,/page3,4,64,0.077,15.57,0,0.0,1,0.1429
5,/cabinet/contact.html,3,12,0.16,14.5,1,70.0,1,0.0152
5,/cabinet/blog.html,2,62,0.041,11.25,0,1.0,1,0.129
1,/page2,0,15,0.01,55.49,0,2.0,1,0.0705
5,/voyages,2,49,0.059,10.12,0,13.0,1,0.123
4,/,5,62,0.057,18.89,0,0.0,1,0.1341
1,/page2,0,28,0.013,37.41,0,0.0,1,0.1178
1,/page5,11,222,0.061,3.44,1,99.0,-1,-0.0291
1,/page5,17,170,0.099,2.09,1,99.0,-1,-0.0275
5,/cabinet/about.html,1,3,0.368,3.16,0,0.0,1,0.151
5,/voyages,3,25,0.063,22.81,0,2.0,1,0.1611
1,/page5,17,230,0.061,4.89,1,97.0,-1,-0.0752
5,/voyages,4,28,0.074,17.69,0,5.0,1,0.1567
1,/page5,3,56,0.061,12.95,0,1.0,1,0.1497
1,/page2,6,29,0.137,15.11,0,1.0,1,0.1363
6,/travel_agency,5,58,0.091,13.28,0,0.0,1,0.1423
1,/page4,2,41,0.054,19.08,0,0.0,1,0.154
5,/cabinet/blog.html,0,3,0.0,4.35,0,4.0,1,0.0953
1,/page3,3,40,0.038,60.09,0,8.0,1,0.0479
1,/page4,5,52,0.09,9.92,1,95.0,1,0.0467
4,/,2,4,0.559,1.25,0,0.0,1,0.1049
5,/cabinet/about.html,1,2,0.503,2.42,0,0.0,1,0.1595
5,/cabinet/appointments.html,1,42,0.016,31.58,0,0.0,1,0.1348
5,/cabinet/faq.html,1,3,0.367,3.45,0,0.0,1,0.1482
5,/cabinet/about.html,1,14,0.066,12.04,0,3.0,1,0.146
1,/page5,10,202,0.052,1.9,1,97.0,-1,-0.0327
5,/cabinet/contact.html,0,4,0.0,49.13,0,1.0,1,0.0874
1,/page2,2,26,0.057,12.09,0,1.0,1,0.1614
6,/travel_agency,5,87,0.083,12.06,0,0.0,1,0.0914
5,/cabinet/faq.html,1,2,0.348,4.74,0,10.0,1,0.0876
5,/cabinet/blog.html,2,66,0.039,11.1,0,3.0,1,0.1189
5,/cabinet/blog.html,7,72,0.081,15.17,0,0.0,1,0.1047
1,/page2,0,22,0.005,78.85,0,0.0,1,0.0125
1,/page2,0,16,0.014,34.25,0,0.0,1,0.1178
5,/cabinet/about.html,1,2,0.575,3.81,0,0.0,1,0.1324
6,/travel_agency,5,69,0.081,16.24,0,0.0,1,0.141
6,/travel_agency,2,65,0.064,19.28,0,0.0,1,0.131
1,/page4,4,56,0.046,14.56,0,0.0,1,0.1433
5,/cabinet/faq.html,1,3,0.435,3.32,0,0.0,1,0.1533
1,/page4,6,27,0.122,17.23,0,2.0,1,0.1364
6,/travel_agency,3,75,0.067,8.62,1,100.0,1,0.0318
5,/voyages,3,18,0.087,30.62,0,0.0,1,0.1353
5,/cabinet/appointments.html,1,22,0.028,51.7,0,0.0,1,0.1264
3,/,20,26,0.658,1.0,1,98.0,-1,-0.0249
5,/cabinet/blog.html,0,3,0.0,2.82,0,0.0,1,0.1211
5,/cabinet,1,1,0.699,1.03,0,0.0,1,0.078
1,/page5,14,169,0.078,2.97,1,100.0,1,0.0079
1,/,11,46,0.193,1.32,1,99.0,1,0.0627
1,/page5,17,215,0.086,3.03,1,98.0,-1,-0.0521
5,/cabinet,1,3,0.465,1.0,0,0.0,1,0.1488
5,/cabinet/appointments.html,1,34,0.019,56.72,0,2.0,1,0.1082
5,/cabinet/appointments.html,1,39,0.016,57.24,0,1.0,1,0.1011
6,/travel_agency,5,85,0.057,25.09,0,6.0,1,0.0622
3,/,16,29,0.637,1.0,1,99.0,1,0.0194
5,/cabinet/appointments.html,1,57,0.026,16.4,0,3.0,1,0.1217
5,/cabinet/blog.html,0,2,0.0,4.28,0,0.0,1,0.1162
1,/page3,1,66,0.035,17.91,1,57.0,1,0.0199
1,/page5,4,68,0.049,19.67,0,0.0,1,0.1277
5,/voyages,3,23,0.069,26.93,0,0.0,1,0.1607
5,/cabinet/about.html,1,3,0.344,2.82,0,0.0,1,0.1474
1,/page2,1,78,0.019,18.85,0,4.0,1,0.0628
1,/page2,0,22,0.011,35.21,0,0.0,1,0.131
5,/cabinet/appointments.html,1,39,0.015,86.46,0,6.0,-1,-0.0174
5,/cabinet/about.html,6,24,0.151,9.26,1,99.0,1,0.0468
5,/cabinet/about.html,1,2,0.5,3.0,0,0.0,1,0.1563
5,/voyages,3,20,0.079,29.7,0,1.0,1,0.1365
1,/page5,14,198,0.07,2.95,1,99.0,-1,-0.0105
3,/,15,32,0.588,1.0,1,99.0,1,0.0216
5,/cabinet/appointments.html,1,43,0.016,57.86,0,0.0,1,0.0863
1,/page2,0,18,0.011,41.39,0,0.0,1,0.1212
1,/page4,2,51,0.047,13.56,0,0.0,1,0.1515
1,/,11,29,0.266,1.29,0,36.0,1,0.0195
1,/,1,49,0.036,19.18,0,3.0,1,0.1394
5,/cabinet/about.html,1,2,0.463,4.12,0,0.0,1,0.1425
4,/,2,2,0.647,1.37,0,0.0,1,0.0961
1,/,8,34,0.192,1.0,1,98.0,1,0.0602
5,/voyages,4,25,0.084,27.92,0,0.0,1,0.1514
5,/cabinet/about.html,1,3,0.389,3.55,0,1.0,1,0.1442
1,/page4,11,22,0.259,16.65,0,2.0,1,0.0411
1,/page2,6,28,0.133,8.71,1,100.0,1,0.0499
5,/cabinet/contact.html,0,3,0.0,49.77,0,0.0,1,0.1096
1,/page2,0,22,0.007,74.58,0,0.0,1,0.025
1,/page2,4,26,0.109,15.72,0,1.0,1,0.1513
5,/cabinet/appointments.html,4,36,0.066,11.0,0,0.0,1,0.1646
1,/page4,9,24,0.197,19.17,0,1.0,1,0.083
4,/,4,54,0.05,16.05,0,0.0,1,0.1498
3,/,14,25,0.508,1.0,1,100.0,1,0.0428
1,/page4,6,47,0.101,19.35,0,0.0,1,0.1356
4,/,3,3,0.778,1.0,0,1.0,1,0.0323
6,/travel_agency,3,103,0.064,16.94,0,4.0,1,0.0681
1,/page5,3,69,0.037,14.52,0,3.0,1,0.1277
3,/,20,20,0.799,1.0,1,99.0,-1,-0.0696
6,/travel_agency,5,74,0.099,13.6,0,0.0,1,0.1165
5,/cabinet,1,3,0.393,1.14,0,16.0,1,0.0974
1,/,1,26,0.069,13.11,0,1.0,1,0.1498
1,/page4,6,27,0.122,24.71,0,0.0,1,0.1377
1,/page2,0,18,0.013,51.46,0,0.0,1,0.102
5,/cabinet,3,59,0.049,13.92,0,0.0,1,0.1487
5,/cabinet/about.html,1,2,0.484,3.15,0,0.0,1,0.1599
1,/,5,78,0.046,11.05,0,3.0,1,0.0808
5,/cabinet/faq.html,1,2,0.557,2.13,0,0.0,1,0.15
5,/cabinet/contact.html,0,3,0.0,87.19,0,0.0,-1,-0.0001
5,/cabinet/blog.html,0,2,0.0,5.63,0,23.0,1,0.028
1,/page3,1,17,0.051,9.26,1,97.0,1,0.0319
1,/page3,5,54,0.091,17.3,0,0.0,1,0.1486
6,/travel_agency,7,74,0.078,14.01,0,1.0,1,0.1003
5,/cabinet/blog.html,0,2,0.0,4.39,0,0.0,1,0.1155
5,/cabinet/about.html,1,3,0.484,3.36,0,1.0,1,0.139
5,/cabinet,1,3,0.346,1.21,0,4.0,1,0.1301
5,/cabinet/appointments.html,1,74,0.031,10.94,0,5.0,1,0.0737
1,/page2,0,13,0.014,44.4,0,0.0,1,0.104
1,/page4,4,10,0.228,9.94,1,85.0,-1,-0.0079
4,/,2,19,0.082,16.81,0,2.0,1,0.1527
5,/cabinet/appointments.html,1,27,0.023,48.48,0,3.0,1,0.1251
1,/page2,4,16,0.145,12.85,0,1.0,1,0.1311
3,/,15,26,0.601,1.0,1,100.0,1,0.0282
5,/voyages,4,28,0.076,19.92,0,0.0,1,0.1654
5,/cabinet/appointments.html,1,27,0.023,39.71,0,1.0,1,0.142
3,/,4,47,0.077,15.28,0,0.0,1,0.1586
5,/cabinet/about.html,1,2,0.446,2.68,0,2.0,1,0.1426
1,/,13,31,0.254,1.33,1,94.0,1,0.05
1,/page4,6,25,0.134,18.2,0,0.0,1,0.1422
1,/page3,3,39,0.04,73.97,1,68.0,-1,-0.075
1,/page3,1,68,0.051,17.35,0,2.0,1,0.1141
5,/cabinet/faq.html,1,2,0.549,1.83,0,0.0,1,0.1498
3,/,1,15,0.079,14.9,0,3.0,1,0.1435
5,/cabinet/faq.html,6,63,0.078,10.48,1,69.0,1,0.0243
5,/cabinet/appointments.html,1,21,0.028,49.96,0,1.0,1,0.1214
5,/cabinet/faq.html,2,37,0.056,7.78,1,100.0,1,0.0537
5,/cabinet/blog.html,0,3,0.0,3.77,0,0.0,1,0.124
5,/voyages,3,20,0.007,23.62,0,1.0,1,0.1284
5,/cabinet/contact.html,0,3,0.0,38.11,0,0.0,1,0.1349
5,/voyages,3,28,0.056,19.61,0,0.0,1,0.1709
1,/page2,0,30,0.009,51.56,0,11.0,1,0.0392
5,/cabinet/blog.html,5,70,0.059,10.85,0,0.0,1,0.1252
5,/cabinet,1,2,0.573,1.0,0,0.0,1,0.1436
6,/travel_agency,7,51,0.115,8.74,1,97.0,1,0.0531
6,/travel_agency,2,10,0.117,11.61,0,12.0,1,0.094
1,/page4,5,37,0.092,24.71,0,0.0,1,0.1437
6,/travel_agency,2,13,0.091,16.3,0,5.0,1,0.1317
1,/page4,9,28,0.167,33.03,0,1.0,1,0.049
5,/cabinet/blog.html,4,34,0.099,9.08,0,40.0,1,0.0582
5,/cabinet/appointments.html,1,17,0.044,15.58,0,3.0,1,0.1493
5,/cabinet/appointments.html,1,10,0.073,9.14,1,95.0,1,0.0182
5,/cabinet,2,17,0.103,16.99,0,0.0,1,0.1472
1,/page4,6,19,0.169,17.82,0,1.0,1,0.1303
1,/page5,8,138,0.062,1.91,1,99.0,1,0.0075
1,/,11,45,0.176,1.0,1,100.0,1,0.0627
1,/page4,3,11,0.176,7.42,1,97.0,1,0.0206
5,/cabinet/appointments.html,1,29,0.02,46.43,0,1.0,1,0.132
5,/cabinet/blog.html,7,79,0.094,16.71,0,5.0,1,0.0745
1,/,17,44,0.242,2.02,1,100.0,1,0.0142
5,/cabinet/contact.html,3,20,0.09,23.61,0,0.0,1,0.1585
1,/page3,3,23,0.066,46.08,0,7.0,1,0.0996
5,/cabinet,1,3,0.386,1.29,0,7.0,1,0.1262
5,/cabinet/blog.html,0,3,0.0,4.51,0,10.0,1,0.0713
5,/cabinet,1,2,0.473,1.31,0,1.0,1,0.1459
1,/page2,1,44,0.032,10.74,0,2.0,1,0.1436
1,/page2,0,27,0.011,36.41,0,0.0,1,0.1242
1,/page4,5,56,0.071,13.46,0,0.0,1,0.1516
5,/cabinet/faq.html,5,34,0.114,13.73,0,5.0,1,0.1318
5,/cabinet/contact.html,0,4,0.0,46.67,0,0.0,1,0.1126
6,/travel_agency,6,118,0.069,14.64,0,0.0,1,0.0497
4,/,4,35,0.07,17.88,0,8.0,1,0.1477
6,/travel_agency,5,103,0.064,13.18,0,1.0,1,0.0771
3,/,22,41,0.516,1.0,0,31.0,-1,-0.099
5,/cabinet/faq.html,1,2,0.479,3.41,0,0.0,1,0.1578
3,/,11,23,0.516,1.04,1,98.0,1,0.0235
1,/page3,1,31,0.017,61.09,0,1.0,1,0.0904
5,/cabinet/faq.html,5,53,0.087,11.11,0,0.0,1,0.1444
5,/cabinet/about.html,1,2,0.459,2.82,0,4.0,1,0.1342
1,/page4,9,21,0.224,25.22,0,1.0,1,0.0686
4,/,2,4,0.694,1.39,0,0.0,1,0.0766
5,/voyages,3,20,0.079,17.21,1,53.0,1,0.0594
1,/,7,20,0.193,16.25,0,0.0,1,0.1175
3,/,22,35,0.594,1.22,1,79.0,-1,-0.0789
4,/,2,3,0.732,1.05,0,0.0,1,0.087
5,/cabinet/blog.html,5,41,0.097,8.98,1,91.0,1,0.0537
1,/page3,2,33,0.031,65.23,0,0.0,1,0.0946
3,/,21,33,0.626,1.01,1,85.0,-1,-0.0571
