website_id,url,title_length,meta_description_length,h1_count,h2_count,paragraph_count,word_count,images_count,images_without_alt,internal_links_count,external_links_count,status_code,response_time_ms,technical_score_target,is_synthetic
1,https://chipper-creponne-32db5f.netlify.app,57,115,1,0,2,47,3,0,4,0,200,707,74,1
1,https://chipper-creponne-32db5f.netlify.app,55,103,1,0,2,45,0,0,2,0,200,765,77,1
1,https://chipper-creponne-32db5f.netlify.app,51,102,1,0,2,54,0,1,2,0,200,830,78,1
1,https://chipper-creponne-32db5f.netlify.app,49,118,1,0,2,44,0,1,6,0,200,642,75,1
1,https://chipper-creponne-32db5f.netlify.app,54,117,1,0,2,50,0,0,5,0,200,750,77,1
1,https://chipper-creponne-32db5f.netlify.app,54,112,1,0,2,60,3,0,1,0,200,582,77,1
1,https://chipper-creponne-32db5f.netlify.app,58,101,1,0,2,43,1,1,7,0,200,715,70,1
1,https://chipper-creponne-32db5f.netlify.app,53,117,1,0,2,47,0,0,1,0,200,566,69,1
1,https://chipper-creponne-32db5f.netlify.app,52,109,1,0,2,60,0,0,5,0,200,853,74,1
1,https://chipper-creponne-32db5f.netlify.app,48,105,1,0,2,46,0,0,4,0,200,652,74,1
1,https://chipper-creponne-32db5f.netlify.app,51,103,1,0,2,54,0,0,4,0,200,831,78,1
1,https://chipper-creponne-32db5f.netlify.app,54,102,1,0,2,64,0,1,7,0,200,651,78,1
1,https://chipper-creponne-32db5f.netlify.app,57,110,1,0,2,56,2,0,4,0,200,560,78,1
1,https://chipper-creponne-32db5f.netlify.app,51,113,1,0,2,52,3,0,4,0,200,706,78,1
1,https://chipper-creponne-32db5f.netlify.app,50,111,1,0,2,48,1,0,5,0,200,741,70,1
1,https://chipper-creponne-32db5f.netlify.app,57,108,1,0,2,52,0,1,1,0,200,812,73,1
1,https://chipper-creponne-32db5f.netlify.app/page5,43,75,1,2,6,107,0,1,4,0,200,496,68,1
1,https://chipper-creponne-32db5f.netlify.app/page5,40,80,1,2,6,123,0,0,5,0,200,713,78,1
1,https://chipper-creponne-32db5f.netlify.app/page5,44,78,1,2,6,122,0,0,6,0,200,559,76,1
1,https://chipper-creponne-32db5f.netlify.app/page5,42,84,1,2,6,113,1,1,4,0,200,579,78,1
1,https://chipper-creponne-32db5f.netlify.app/page5,43,90,1,2,6,117,2,0,5,0,200,564,72,1
1,https://chipper-creponne-32db5f.netlify.app/page5,46,88,1,2,6,117,0,1,8,0,200,677,78,1
1,https://chipper-creponne-32db5f.netlify.app/page5,42,85,1,2,6,104,2,0,7,0,200,665,73,1
1,https://chipper-creponne-32db5f.netlify.app/page5,47,88,1,2,6,117,0,0,6,0,200,462,72,1
1,https://chipper-creponne-32db5f.netlify.app/page5,40,76,1,2,6,97,2,0,9,0,200,672,73,1
1,https://chipper-creponne-32db5f.netlify.app/page5,39,75,1,2,6,119,0,0,9,0,200,466,75,1
1,https://chipper-creponne-32db5f.netlify.app/page5,39,80,1,2,6,138,0,0,3,0,200,661,72,1
1,https://chipper-creponne-32db5f.netlify.app/page5,42,74,1,2,6,131,0,0,3,0,200,517,78,1
1,https://chipper-creponne-32db5f.netlify.app/page5,42,82,1,2,6,139,1,0,7,0,200,467,75,1
1,https://chipper-creponne-32db5f.netlify.app/page5,41,78,1,2,6,128,0,1,3,0,200,507,70,1
1,https://chipper-creponne-32db5f.netlify.app/page5,45,83,1,2,6,129,1,0,8,0,200,629,75,1
1,https://chipper-creponne-32db5f.netlify.app/page5,43,82,1,2,6,108,2,0,9,0,200,718,73,1
1,https://chipper-creponne-32db5f.netlify.app/page5,44,81,1,2,6,122,2,1,4,0,200,483,77,1
1,https://chipper-creponne-32db5f.netlify.app/page5,44,86,1,2,6,96,0,0,7,0,200,566,77,1
1,https://chipper-creponne-32db5f.netlify.app/page5,40,88,1,2,6,137,0,1,7,0,200,592,73,1
1,https://chipper-creponne-32db5f.netlify.app/page5,39,89,1,2,6,133,0,0,6,0,200,453,73,1
1,https://chipper-creponne-32db5f.netlify.app/page5,40,77,1,2,6,128,0,0,8,0,200,550,72,1
1,https://chipper-creponne-32db5f.netlify.app/page5,46,77,1,2,6,137,1,1,9,0,200,540,76,1
1,https://chipper-creponne-32db5f.netlify.app/page5,46,86,1,2,6,136,2,1,8,0,200,451,69,1
1,https://chipper-creponne-32db5f.netlify.app/page5,44,84,1,2,6,116,0,1,5,0,200,715,74,1
1,https://chipper-creponne-32db5f.netlify.app/page5,42,75,1,2,6,111,0,0,4,0,200,470,74,1
1,https://chipper-creponne-32db5f.netlify.app/page5,41,74,1,2,6,111,0,0,4,0,200,524,70,1
1,https://chipper-creponne-32db5f.netlify.app/page5,40,74,1,2,6,132,0,1,8,0,200,558,75,1
1,https://chipper-creponne-32db5f.netlify.app/page5,43,87,1,2,6,125,0,0,5,0,200,491,73,1
1,https://chipper-creponne-32db5f.netlify.app/page5,44,74,1,2,6,120,2,0,7,0,200,635,71,1
1,https://chipper-creponne-32db5f.netlify.app/page5,39,78,1,2,6,119,0,1,5,0,200,532,68,1
1,https://chipper-creponne-32db5f.netlify.app/page5,46,78,1,2,6,115,0,0,5,0,200,523,71,1
1,https://chipper-creponne-32db5f.netlify.app/page5,44,81,1,2,6,109,0,0,5,0,200,599,78,1
1,https://chipper-creponne-32db5f.netlify.app/page5,46,88,1,2,6,131,0,0,8,0,200,452,77,1
1,https://chipper-creponne-32db5f.netlify.app/page5,45,85,1,2,6,123,1,0,8,0,200,706,74,1
1,https://chipper-creponne-32db5f.netlify.app/page5,39,77,1,2,6,131,0,0,7,0,200,611,69,1
1,https://chipper-creponne-32db5f.netlify.app/page5,42,80,1,2,6,125,1,1,9,0,200,627,70,1
1,https://chipper-creponne-32db5f.netlify.app/page5,44,82,1,2,6,130,1,1,6,0,200,675,76,1
1,https://chipper-creponne-32db5f.netlify.app/page5,39,84,1,2,6,108,0,0,7,0,200,669,74,1
1,https://chipper-creponne-32db5f.netlify.app/page5,44,75,1,2,6,103,0,1,4,0,200,584,76,1
1,https://chipper-creponne-32db5f.netlify.app/page5,45,84,1,2,6,129,0,0,9,0,200,612,77,1
1,https://chipper-creponne-32db5f.netlify.app/page5,46,86,1,2,6,132,1,1,4,0,200,640,70,1
1,https://chipper-creponne-32db5f.netlify.app/page5,45,89,1,2,6,113,0,1,6,0,200,633,70,1
1,https://chipper-creponne-32db5f.netlify.app/page5,41,84,1,2,6,116,1,1,3,0,200,477,77,1
1,https://chipper-creponne-32db5f.netlify.app/page5,40,80,1,2,6,95,0,0,7,0,200,675,75,1
1,https://chipper-creponne-32db5f.netlify.app/page5,45,84,1,2,6,106,0,0,7,0,200,699,74,1
1,https://chipper-creponne-32db5f.netlify.app/page5,44,89,1,2,6,107,0,0,8,0,200,673,76,1
1,https://chipper-creponne-32db5f.netlify.app/page5,46,88,1,2,6,96,0,1,4,0,200,668,78,1
1,https://chipper-creponne-32db5f.netlify.app/page5,42,85,1,2,6,123,1,0,9,0,200,486,77,1
1,https://chipper-creponne-32db5f.netlify.app/page5,43,87,1,2,6,108,0,0,3,0,200,549,73,1
1,https://chipper-creponne-32db5f.netlify.app/page5,40,80,1,2,6,137,0,0,8,0,200,482,75,1
4,https://jazzy-otter-3fa56a.netlify.app/,37,0,0,5,3,277,17,1,0,0,200,1108,43,1
4,https://jazzy-otter-3fa56a.netlify.app/,34,0,0,5,3,245,13,0,0,0,200,1093,38,1
4,https://jazzy-otter-3fa56a.netlify.app/,40,0,0,5,3,266,15,1,6,0,200,1334,41,1
4,https://jazzy-otter-3fa56a.netlify.app/,36,0,0,5,3,228,16,0,0,0,200,1231,38,1
4,https://jazzy-otter-3fa56a.netlify.app/,35,0,0,5,3,294,15,0,4,0,200,1323,36,1
4,https://jazzy-otter-3fa56a.netlify.app/,36,0,0,5,3,219,15,1,5,0,200,1447,39,1
4,https://jazzy-otter-3fa56a.netlify.app/,34,0,0,5,3,279,15,0,6,0,200,1290,42,1
4,https://jazzy-otter-3fa56a.netlify.app/,38,0,0,5,3,267,14,1,1,0,200,1335,42,1
4,https://jazzy-otter-3fa56a.netlify.app/,38,0,0,5,3,216,14,0,2,0,200,1105,36,1
4,https://jazzy-otter-3fa56a.netlify.app/,34,0,0,5,3,255,15,0,3,0,200,954,37,1
4,https://jazzy-otter-3fa56a.netlify.app/,35,0,0,5,3,218,15,1,4,0,200,1350,39,1
4,https://jazzy-otter-3fa56a.netlify.app/,34,0,0,5,3,269,17,1,5,0,200,1302,39,1
4,https://jazzy-otter-3fa56a.netlify.app/,35,0,0,5,3,283,15,1,0,0,200,1289,43,1
4,https://jazzy-otter-3fa56a.netlify.app/,35,0,0,5,3,249,15,1,0,0,200,1143,42,1
4,https://jazzy-otter-3fa56a.netlify.app/,38,0,0,5,3,259,16,0,2,0,200,1253,43,1
4,https://jazzy-otter-3fa56a.netlify.app/,38,0,0,5,3,281,15,1,1,0,200,1108,35,1
4,https://jazzy-otter-3fa56a.netlify.app/,35,0,0,5,3,219,16,0,2,0,200,998,37,1
4,https://jazzy-otter-3fa56a.netlify.app/,34,0,0,5,3,309,15,1,1,0,200,1457,35,1
4,https://jazzy-otter-3fa56a.netlify.app/,33,0,0,5,3,278,14,1,2,0,200,1109,37,1
4,https://jazzy-otter-3fa56a.netlify.app/,36,0,0,5,3,292,13,1,1,0,200,1171,37,1
4,https://jazzy-otter-3fa56a.netlify.app/,35,0,0,5,3,254,15,0,6,0,200,1515,38,1
4,https://jazzy-otter-3fa56a.netlify.app/,34,0,0,5,3,265,13,0,1,0,200,1264,35,1
4,https://jazzy-otter-3fa56a.netlify.app/,34,0,0,5,3,287,15,0,1,0,200,1220,45,1
4,https://jazzy-otter-3fa56a.netlify.app/,33,0,0,5,3,280,17,0,0,0,200,1407,38,1
4,https://jazzy-otter-3fa56a.netlify.app/,34,0,0,5,3,218,17,0,6,0,200,1029,39,1
4,https://jazzy-otter-3fa56a.netlify.app/,38,0,0,5,3,294,15,0,3,0,200,958,35,1
4,https://jazzy-otter-3fa56a.netlify.app/,38,0,0,5,3,257,13,1,5,0,200,1055,42,1
4,https://jazzy-otter-3fa56a.netlify.app/,37,0,0,5,3,284,15,1,2,0,200,1085,44,1
4,https://jazzy-otter-3fa56a.netlify.app/,38,0,0,5,3,224,15,0,6,0,200,1388,40,1
4,https://jazzy-otter-3fa56a.netlify.app/,39,0,0,5,3,232,13,0,1,0,200,976,38,1
4,https://jazzy-otter-3fa56a.netlify.app/,36,0,0,5,3,309,13,0,5,0,200,1376,44,1
4,https://jazzy-otter-3fa56a.netlify.app/,36,0,0,5,3,215,15,0,5,0,200,962,38,1
4,https://jazzy-otter-3fa56a.netlify.app/,39,0,0,5,3,285,15,0,3,0,200,1288,42,1
4,https://jazzy-otter-3fa56a.netlify.app/,36,0,0,5,3,315,16,0,2,0,200,1288,41,1
4,https://jazzy-otter-3fa56a.netlify.app/,39,0,0,5,3,232,14,0,6,0,200,1217,44,1
4,https://jazzy-otter-3fa56a.netlify.app/,34,0,0,5,3,237,17,0,1,0,200,1078,40,1
4,https://jazzy-otter-3fa56a.netlify.app/,40,0,0,5,3,245,17,1,6,0,200,944,43,1
4,https://jazzy-otter-3fa56a.netlify.app/,37,0,0,5,3,290,15,0,2,0,200,1298,35,1
4,https://jazzy-otter-3fa56a.netlify.app/,38,0,0,5,3,224,14,0,3,0,200,1095,45,1
4,https://jazzy-otter-3fa56a.netlify.app/,37,0,0,5,3,253,13,0,5,0,200,1364,35,1
4,https://jazzy-otter-3fa56a.netlify.app/,35,0,0,5,3,300,14,0,5,0,200,1394,43,1
4,https://jazzy-otter-3fa56a.netlify.app/,37,0,0,5,3,272,16,1,0,0,200,1207,44,1
4,https://jazzy-otter-3fa56a.netlify.app/,37,0,0,5,3,221,17,0,3,0,200,1071,39,1
4,https://jazzy-otter-3fa56a.netlify.app/,39,0,0,5,3,234,14,0,5,0,200,1226,38,1
4,https://jazzy-otter-3fa56a.netlify.app/,40,0,0,5,3,311,15,1,1,0,200,1443,42,1
4,https://jazzy-otter-3fa56a.netlify.app/,38,0,0,5,3,243,13,1,3,0,200,953,45,1
4,https://jazzy-otter-3fa56a.netlify.app/,38,0,0,5,3,291,15,0,6,0,200,1512,45,1
4,https://jazzy-otter-3fa56a.netlify.app/,35,0,0,5,3,304,15,1,2,0,200,1293,41,1
4,https://jazzy-otter-3fa56a.netlify.app/,34,0,0,5,3,300,17,1,5,0,200,1219,38,1
4,https://jazzy-otter-3fa56a.netlify.app/,37,0,0,5,3,288,14,0,1,0,200,1213,38,1
6,https://ela103.github.io/travel_agency/contact.html,43,121,1,1,7,216,13,1,21,2,200,327,68,1
6,https://ela103.github.io/travel_agency/contact.html,47,130,1,1,7,248,15,1,27,2,200,456,68,1
6,https://ela103.github.io/travel_agency/contact.html,47,124,1,1,7,186,11,0,24,2,200,345,74,1
6,https://ela103.github.io/travel_agency/contact.html,47,115,1,1,7,226,12,0,24,2,200,487,75,1
6,https://ela103.github.io/travel_agency/contact.html,46,129,1,1,7,202,13,0,24,2,200,441,68,1
6,https://ela103.github.io/travel_agency/contact.html,42,126,1,1,7,216,12,1,24,2,200,463,72,1
6,https://ela103.github.io/travel_agency/contact.html,44,130,1,1,7,247,15,0,21,2,200,491,71,1
6,https://ela103.github.io/travel_agency/contact.html,46,119,1,1,7,246,11,1,23,2,200,318,71,1
6,https://ela103.github.io/travel_agency/contact.html,42,136,1,1,7,227,14,0,23,2,200,471,72,1
6,https://ela103.github.io/travel_agency/contact.html,44,118,1,1,7,219,13,0,25,2,200,311,73,1
6,https://ela103.github.io/travel_agency/contact.html,47,128,1,1,7,242,14,1,25,2,200,416,70,1
6,https://ela103.github.io/travel_agency/contact.html,44,119,1,1,7,196,15,1,21,2,200,306,73,1
6,https://ela103.github.io/travel_agency/contact.html,45,131,1,1,7,217,14,0,26,2,200,457,74,1
6,https://ela103.github.io/travel_agency/contact.html,41,133,1,1,7,184,11,1,24,2,200,420,69,1
6,https://ela103.github.io/travel_agency/contact.html,47,114,1,1,7,170,13,0,23,2,200,346,72,1
6,https://ela103.github.io/travel_agency/contact.html,48,126,1,1,7,243,14,0,26,2,200,337,75,1
6,https://ela103.github.io/travel_agency/contact.html,44,125,1,1,7,209,11,0,25,2,200,461,71,1
6,https://ela103.github.io/travel_agency/contact.html,49,132,1,1,7,191,12,0,27,2,200,388,67,1
6,https://ela103.github.io/travel_agency/contact.html,48,136,1,1,7,181,11,1,24,2,200,389,67,1
6,https://ela103.github.io/travel_agency/contact.html,49,120,1,1,7,190,12,0,22,2,200,347,70,1
6,https://ela103.github.io/travel_agency/contact.html,48,127,1,1,7,242,11,0,24,2,200,432,76,1
6,https://ela103.github.io/travel_agency/contact.html,45,136,1,1,7,223,14,1,24,2,200,416,73,1
6,https://ela103.github.io/travel_agency/contact.html,47,113,1,1,7,247,12,1,26,2,200,466,71,1
6,https://ela103.github.io/travel_agency/contact.html,47,131,1,1,7,198,15,1,24,2,200,352,76,1
6,https://ela103.github.io/travel_agency/contact.html,43,118,1,1,7,186,14,0,23,2,200,321,69,1
6,https://ela103.github.io/travel_agency/contact.html,48,121,1,1,7,218,15,1,27,2,200,378,75,1
6,https://ela103.github.io/travel_agency/contact.html,46,126,1,1,7,176,11,1,25,2,200,327,71,1
6,https://ela103.github.io/travel_agency/contact.html,42,128,1,1,7,231,11,0,23,2,200,305,76,1
6,https://ela103.github.io/travel_agency/contact.html,46,131,1,1,7,250,13,0,25,2,200,334,77,1
6,https://ela103.github.io/travel_agency/contact.html,42,136,1,1,7,224,13,0,24,2,200,457,76,1
6,https://ela103.github.io/travel_agency/contact.html,49,129,1,1,7,207,14,1,26,2,200,407,69,1
6,https://ela103.github.io/travel_agency/contact.html,43,120,1,1,7,212,14,0,21,2,200,459,75,1
6,https://ela103.github.io/travel_agency/contact.html,44,137,1,1,7,244,11,0,27,2,200,315,73,1
6,https://ela103.github.io/travel_agency/contact.html,49,128,1,1,7,191,12,1,25,2,200,475,68,1
6,https://ela103.github.io/travel_agency/contact.html,46,124,1,1,7,220,13,1,24,2,200,474,67,1
6,https://ela103.github.io/travel_agency/contact.html,48,129,1,1,7,252,15,0,22,2,200,376,75,1
6,https://ela103.github.io/travel_agency/contact.html,44,119,1,1,7,186,15,0,25,2,200,400,75,1
6,https://ela103.github.io/travel_agency/contact.html,47,127,1,1,7,235,12,0,21,2,200,418,74,1
6,https://ela103.github.io/travel_agency/contact.html,42,119,1,1,7,244,14,1,24,2,200,399,72,1
6,https://ela103.github.io/travel_agency/contact.html,42,128,1,1,7,251,13,1,27,2,200,312,67,1
6,https://ela103.github.io/travel_agency/contact.html,42,129,1,1,7,196,15,0,24,2,200,474,68,1
6,https://ela103.github.io/travel_agency/contact.html,48,116,1,1,7,242,15,0,24,2,200,358,75,1
6,https://ela103.github.io/travel_agency/contact.html,41,131,1,1,7,198,14,0,22,2,200,406,77,1
6,https://ela103.github.io/travel_agency/contact.html,44,134,1,1,7,241,12,1,21,2,200,321,70,1
6,https://ela103.github.io/travel_agency/contact.html,45,115,1,1,7,187,15,0,23,2,200,438,71,1
6,https://ela103.github.io/travel_agency/contact.html,43,132,1,1,7,209,14,1,27,2,200,396,75,1
6,https://ela103.github.io/travel_agency/contact.html,43,133,1,1,7,246,13,1,27,2,200,329,70,1
6,https://ela103.github.io/travel_agency/contact.html,48,126,1,1,7,207,11,0,24,2,200,393,67,1
6,https://ela103.github.io/travel_agency/contact.html,45,133,1,1,7,190,13,0,21,2,200,359,74,1
6,https://ela103.github.io/travel_agency/contact.html,42,117,1,1,7,216,15,0,22,2,200,448,70,1
4,https://jazzy-otter-3fa56a.netlify.app/page,26,0,1,0,1,249,35,32,4,0,200,646,30,1
4,https://jazzy-otter-3fa56a.netlify.app/page,26,0,1,0,1,198,34,31,5,0,200,806,35,1
4,https://jazzy-otter-3fa56a.netlify.app/page,24,0,1,0,1,242,31,33,6,0,200,609,32,1
4,https://jazzy-otter-3fa56a.netlify.app/page,27,0,1,0,1,253,32,31,1,0,200,652,35,1
4,https://jazzy-otter-3fa56a.netlify.app/page,29,0,1,0,1,284,34,32,6,0,200,627,30,1
4,https://jazzy-otter-3fa56a.netlify.app/page,25,0,1,0,1,255,31,32,4,0,200,789,26,1
4,https://jazzy-otter-3fa56a.netlify.app/page,24,0,1,0,1,256,33,33,2,0,200,668,28,1
4,https://jazzy-otter-3fa56a.netlify.app/page,28,0,1,0,1,264,33,31,6,0,200,601,34,1
4,https://jazzy-otter-3fa56a.netlify.app/page,28,0,1,0,1,210,35,31,3,0,200,660,30,1
4,https://jazzy-otter-3fa56a.netlify.app/page,26,0,1,0,1,279,35,32,0,0,200,513,35,1
4,https://jazzy-otter-3fa56a.netlify.app/page,27,0,1,0,1,271,32,31,1,0,200,660,33,1
4,https://jazzy-otter-3fa56a.netlify.app/page,26,0,1,0,1,249,35,31,6,0,200,591,28,1
4,https://jazzy-otter-3fa56a.netlify.app/page,24,0,1,0,1,254,32,33,2,0,200,582,26,1
4,https://jazzy-otter-3fa56a.netlify.app/page,29,0,1,0,1,231,31,33,1,0,200,540,27,1
4,https://jazzy-otter-3fa56a.netlify.app/page,25,0,1,0,1,235,31,33,6,0,200,641,25,1
4,https://jazzy-otter-3fa56a.netlify.app/page,24,0,1,0,1,218,35,31,5,0,200,796,26,1
4,https://jazzy-otter-3fa56a.netlify.app/page,26,0,1,0,1,211,35,32,1,0,200,782,28,1
4,https://jazzy-otter-3fa56a.netlify.app/page,24,0,1,0,1,224,34,32,1,0,200,760,34,1
4,https://jazzy-otter-3fa56a.netlify.app/page,28,0,1,0,1,260,31,31,0,0,200,733,31,1
4,https://jazzy-otter-3fa56a.netlify.app/page,28,0,1,0,1,289,32,31,5,0,200,696,26,1
4,https://jazzy-otter-3fa56a.netlify.app/page,29,0,1,0,1,272,35,31,4,0,200,726,35,1
4,https://jazzy-otter-3fa56a.netlify.app/page,26,0,1,0,1,218,31,33,6,0,200,551,34,1
4,https://jazzy-otter-3fa56a.netlify.app/page,28,0,1,0,1,197,32,31,0,0,200,785,35,1
4,https://jazzy-otter-3fa56a.netlify.app/page,28,0,1,0,1,272,35,33,5,0,200,743,32,1
4,https://jazzy-otter-3fa56a.netlify.app/page,27,0,1,0,1,197,32,31,1,0,200,684,31,1
4,https://jazzy-otter-3fa56a.netlify.app/page,24,0,1,0,1,284,31,31,5,0,200,556,34,1
4,https://jazzy-otter-3fa56a.netlify.app/page,25,0,1,0,1,224,32,32,2,0,200,754,29,1
4,https://jazzy-otter-3fa56a.netlify.app/page,28,0,1,0,1,208,34,33,2,0,200,806,25,1
4,https://jazzy-otter-3fa56a.netlify.app/page,24,0,1,0,1,286,35,32,3,0,200,803,31,1
4,https://jazzy-otter-3fa56a.netlify.app/page,24,0,1,0,1,197,31,32,3,0,200,642,25,1
4,https://jazzy-otter-3fa56a.netlify.app/page,29,0,1,0,1,259,33,32,2,0,200,501,31,1
4,https://jazzy-otter-3fa56a.netlify.app/page,28,0,1,0,1,247,31,33,6,0,200,599,33,1
4,https://jazzy-otter-3fa56a.netlify.app/page,27,0,1,0,1,246,31,33,2,0,200,597,32,1
4,https://jazzy-otter-3fa56a.netlify.app/page,28,0,1,0,1,233,33,33,3,0,200,651,30,1
4,https://jazzy-otter-3fa56a.netlify.app/page,26,0,1,0,1,221,31,31,6,0,200,655,31,1
4,https://jazzy-otter-3fa56a.netlify.app/page,25,0,1,0,1,200,35,33,5,0,200,679,27,1
4,https://jazzy-otter-3fa56a.netlify.app/page,29,0,1,0,1,261,32,33,0,0,200,735,35,1
4,https://jazzy-otter-3fa56a.netlify.app/page,27,0,1,0,1,253,35,33,6,0,200,558,29,1
4,https://jazzy-otter-3fa56a.netlify.app/page,24,0,1,0,1,232,33,31,6,0,200,631,25,1
4,https://jazzy-otter-3fa56a.netlify.app/page,28,0,1,0,1,277,35,33,2,0,200,702,27,1
4,https://jazzy-otter-3fa56a.netlify.app/page,24,0,1,0,1,277,33,31,5,0,200,797,32,1
4,https://jazzy-otter-3fa56a.netlify.app/page,24,0,1,0,1,207,34,33,3,0,200,685,25,1
4,https://jazzy-otter-3fa56a.netlify.app/page,24,0,1,0,1,226,33,32,4,0,200,693,25,1
4,https://jazzy-otter-3fa56a.netlify.app/page,28,0,1,0,1,252,34,33,4,0,200,682,25,1
4,https://jazzy-otter-3fa56a.netlify.app/page,28,0,1,0,1,256,33,31,5,0,200,673,33,1
4,https://jazzy-otter-3fa56a.netlify.app/page,27,0,1,0,1,248,31,33,5,0,200,705,27,1
4,https://jazzy-otter-3fa56a.netlify.app/page,28,0,1,0,1,230,33,32,0,0,200,509,29,1
4,https://jazzy-otter-3fa56a.netlify.app/page,26,0,1,0,1,228,32,32,0,0,200,603,32,1
4,https://jazzy-otter-3fa56a.netlify.app/page,27,0,1,0,1,265,35,33,0,0,200,594,34,1
4,https://jazzy-otter-3fa56a.netlify.app/page,26,0,1,0,1,271,35,33,1,0,200,723,32,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,276,14,12,7,0,200,522,34,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,260,15,12,1,0,200,388,32,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,254,13,13,3,0,200,439,29,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,261,12,13,7,0,200,391,27,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,242,12,12,2,0,200,352,25,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,210,14,11,6,0,200,371,29,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,213,12,12,4,0,200,376,32,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,245,12,11,7,0,200,446,27,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,250,15,11,4,0,200,527,26,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,257,14,13,3,0,200,476,27,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,276,14,11,2,0,200,443,25,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,228,12,11,7,0,200,407,29,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,247,11,11,6,0,200,510,27,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,198,14,12,1,0,200,427,29,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,235,12,12,7,0,200,408,26,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,223,15,12,4,0,200,426,25,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,284,15,13,3,0,200,381,27,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,250,13,13,4,0,200,476,26,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,223,13,13,4,0,200,417,28,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,249,15,13,4,0,200,503,32,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,237,11,12,1,0,200,410,28,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,276,11,11,6,0,200,455,35,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,249,15,11,4,0,200,519,34,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,199,12,12,2,0,200,529,32,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,284,14,11,7,0,200,384,33,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,198,14,12,7,0,200,512,30,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,212,15,11,4,0,200,504,26,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,263,11,12,2,0,200,486,28,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,239,11,11,5,0,200,375,27,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,274,12,11,1,0,200,418,27,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,222,14,12,2,0,200,399,27,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,244,15,11,5,0,200,412,28,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,277,12,12,6,0,200,421,32,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,194,13,12,7,0,200,453,33,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,267,13,13,6,0,200,338,27,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,258,15,12,6,0,200,335,34,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,273,14,11,6,0,200,514,31,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,269,14,12,6,0,200,419,30,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,197,12,12,5,0,200,379,35,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,268,12,13,2,0,200,334,35,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,244,12,13,3,0,200,387,32,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,214,14,11,1,0,200,428,27,1
4,https://jazzy-otter-3fa56a.netlify.app/details,7,0,1,2,8,195,11,11,6,0,200,473,32,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,221,14,12,2,0,200,405,29,1
4,https://jazzy-otter-3fa56a.netlify.app/details,6,0,1,2,8,214,15,13,5,0,200,463,26,1
